(MA-99-3a) Population Estimates for Metropolitan Areas and Components, Annual Time Series
           April 1, 1990 to July 1, 1999 (includes April 1, 1990 Population Estimates Base)
     
Source:   Population Estimates Program, Population Division, U.S. Census Bureau, Washington, DC 20233
Contact:  Statistical Information Staff, Population Division, U.S. Census Bureau (301-457-2422)
          pop@census.gov (Please include a telephone number with email correspondence.)
     
Internet Release Date:  October 20, 2000
     
Block 1 of 2:  Population Estimates for the Years 1994-1999

                                                --------------------------Estimated Population--------------------------
Area Name                                             7/1/99      7/1/98      7/1/97      7/1/96      7/1/95      7/1/94
  Alachua County, FL............................     198,484     198,221     197,579     196,479     195,535     193,387
Glens Falls, NY MSA.............................     121,582     121,428     121,623     122,083     122,212     121,755
  Warren County, NY.............................      61,441      61,258      61,268      61,322      61,418      61,244
  Washington County, NY.........................      60,141      60,170      60,355      60,761      60,794      60,511
Goldsboro, NC MSA...............................     111,711     111,853     111,958     111,700     110,588     108,678
  Wayne County, NC..............................     111,711     111,853     111,958     111,700     110,588     108,678
Grand Forks, ND-MN MSA..........................      95,461      97,862     101,431     103,522     104,048     104,334
  Polk County, MN...............................      30,787      31,081      31,955      32,460      32,479      32,613
  Grand Forks County, ND........................      64,674      66,781      69,476      71,062      71,569      71,721
Grand Junction, CO MSA..........................     115,147     112,899     110,723     108,238     106,034     103,405
  Mesa County, CO...............................     115,147     112,899     110,723     108,238     106,034     103,405
Grand Rapids-Muskegon-Holland, MI MSA...........   1,052,092   1,038,717   1,028,081   1,015,372   1,001,863     988,963
  Allegan County, MI............................     103,406     101,680     100,488      98,923      97,412      95,886
  Kent County, MI...............................     550,388     544,781     541,142     536,353     530,818     525,093
  Muskegon County, MI...........................     168,037     166,849     165,916     164,762     163,620     163,014
  Ottawa County, MI.............................     230,261     225,407     220,535     215,334     210,013     204,970
Great Falls, MT MSA.............................      78,282      78,558      78,977      80,777      80,819      81,015
  Cascade County, MT............................      78,282      78,558      78,977      80,777      80,819      81,015
Green Bay, WI MSA...............................     216,522     214,942     214,099     212,415     210,126     207,046
